Config,G1_masked,G1_recon,Delta_G1,G2_masked,G2_recon,Delta_G2,G3_masked,G3_recon,Delta_G3,KL_masked,KL_recon,Delta_KL,MI_masked,MI_recon,Delta_MI,Chi2_masked,Chi2_recon,Delta_Chi2,TVD_masked,TVD_recon,Delta_TVD,Original_Accuracy,Masked_Accuracy,Accuracy_Difference,Time_Mask,Time_Construct,Time_Model
config01,0.1546880511217512,0.07889452138851645,0.07952986259653508,0.9947636743343263,0.7142857142857143,0.2909506113799593,0.2373062427882612,0.16955657840144658,0.06985579701091367,0.0,15.294978194324454,15.29497819742274,0.011570253531913988,0.0033408918908864878,0.008229361642676281,0.01647124829655341,0.004410675018906853,0.012060573277646558,0.0,0.5019048136062982,0.5019048136062982,0.7915,0.8088,1.73,1.0347027778625488,3.095902681350708,2.5898306369781494
config02,0.15378571002021973,0.0815964172784859,0.07815116067374481,0.9947878048673479,0.6428571428571429,0.3623550522755093,0.23708687430624723,0.15140464995269334,0.08778835697760763,0.0,14.280845618528263,14.280845618554407,0.02291030026483065,0.013750672040244624,0.009159628226646996,0.03236404359954849,0.018796826624700082,0.013567216974848417,0.0,0.4168992698058132,0.4168992698058132,0.7915,0.8309,3.941,0.9405245780944824,1.39418363571167,2.4466476440429688
config03,0.16570221632328902,0.04846547500048441,0.129525244115886,1.0,0.35714285714285715,0.6428571428571429,0.2406647742478952,0.0858586301754509,0.15480614407244428,0.0,18.78063978994999,18.780639789964134,0.0027063959089787073,0.0026610651516421244,4.533076104635223e-05,0.003941502396572914,0.0038782759892568358,6.32264073160803e-05,0.0,0.4570364586045731,0.4570364586045731,0.7915,0.7675,2.3953,0.8399167060852051,1.3288841247558594,2.044679880142212
config04,0.13423965408090807,0.07760697710730362,0.061491780002382236,0.9944346216113054,0.7857142857142857,0.2198510926744089,0.236926735314377,0.1862658831725575,0.052543243906476696,0.0,9.488165527432361,9.48816552747565,0.029964548476761655,0.02370690886916062,0.0062576396088376215,0.04093448006364793,0.03189302919316079,0.009041450870487147,0.0,0.31711688196149485,0.31711688196149485,0.7915,0.8392,4.7702,1.038851261138916,1.4992754459381104,2.9715049266815186
config05,0.1540264520569619,0.09144049437982096,0.06643909880652489,0.9865702615311044,0.7142857142857143,0.2991440241831815,0.23647044887178792,0.1679608994464097,0.0696313011324494,0.0,15.963172653000068,15.963172653037065,0.020828223460181372,0.011161324803158937,0.009666898658671218,0.028145975900964775,0.0070158923356943926,0.021130083565270387,0.0,0.5225642461813745,0.5225642461813745,0.7915,0.8039,1.2386,1.0250215530395508,17.27129340171814,25.136167526245117
config06,0.1512466451182926,0.056582528685058864,0.1071073376090628,0.9893386917741207,0.5,0.5106613082258793,0.23965348554581076,0.11898101224274892,0.12067247330306186,0.0,19.197137996976398,19.19713799699669,0.016720351779843403,0.01395870906694279,0.002761642715785978,0.019337695399007794,0.008569423848002163,0.010768271551005624,0.0,0.5436845271915122,0.5436845271915122,0.7915,0.7544,3.7056,0.9952290058135986,17.814411401748657,22.245098114013672
config07,0.1477367775000025,0.07255659794991029,0.08143534981007994,0.995180474450153,0.6428571428571429,0.36196238269270425,0.23626204881387466,0.15222392891661546,0.08796870684990117,0.0,12.912149203521002,12.912149203538288,0.02567753972696677,0.014124179599755853,0.011553360129271899,0.03234335866686856,0.01542672971538243,0.016916628951486132,0.0,0.3847467964857514,0.3847467964857514,0.7915,0.8223,3.0812,0.9604105949401855,1.8405005931854248,3.016568899154663
config08,0.14427525940659175,0.08952818149775742,0.08195960768599682,0.9996402356894972,0.7142857142857143,0.28607405002478864,0.24006589829199704,0.17053129030113243,0.06953460799086482,0.0,11.731285529899909,11.731285529939909,0.020577404023482078,0.01841140097097965,0.0021660030541512175,0.027561568519898386,0.02428926277948539,0.003272305740413018,0.0,0.37295207266583674,0.37295207266583674,0.7915,0.814,2.252,0.9904136657714844,1.5092267990112305,2.319274663925171
config09,0.1393571273838531,0.07722859424216756,0.062128533141685524,0.9996468167439575,0.7857142857142857,0.2146388975417568,0.24019751938120543,0.18859547135707116,0.05160204802416203,0.0,8.367700186094865,8.367700189251151,0.020626359694926242,0.017630802718678593,0.002995556977072032,0.026070025383060243,0.022099937151070104,0.0039700882319901555,0.0,0.27582486524802735,0.27582486524802735,0.7915,0.8041,1.2591,1.0801892280578613,2.7185323238372803,2.6895573139190674
config10,0.1256928649348005,0.06300998637172232,0.09812251154653481,0.999135688180865,0.6428571428571429,0.35800716896199225,0.2404870857774639,0.16043120010753767,0.0934146956612353,0.0,15.425690229270922,15.42569022928535,0.02125198086518972,0.017218006218492243,0.004033974648758443,0.026620709539066836,0.019311030916180284,0.0073096786228865574,0.0,0.4760842906663535,0.4760842906663535,0.7915,0.7898,0.1638,0.9720315933227539,3.589817762374878,5.178631544113159
config11,0.13748812294094814,0.06790941636734849,0.08243191687171769,0.9889855085180782,0.6428571428571429,0.368157348624779,0.2385478683964603,0.15227676044283056,0.0862711079536299,0.0,13.559776280559902,13.55977628060162,0.027394764482521712,0.023488051219389853,0.003906713265192839,0.034964448617434855,0.022556967837850224,0.012407480779584628,0.0,0.40779430503882386,0.40779430503882386,0.7915,0.8001,0.8599,1.0197453498840332,17.392741918563843,23.11664056777954
config12,0.14424636988249734,0.08754521301890626,0.07272599251997283,0.9947943859218082,0.7857142857142857,0.21949132836390597,0.23705835640358539,0.1865093746914642,0.052655114336175056,0.0,8.274537330420726,8.274537330459584,0.020605236858658314,0.012330548894134654,0.008274687965760247,0.028637522529817796,0.01651372284485516,0.012123799684962647,0.0,0.2866854137064161,0.2866854137064161,0.7915,0.8244,3.2961,1.0642445087432861,1.3019840717315674,2.582918405532837
config13,0.17050107113834723,0.06320949805578668,0.10729157308256053,0.9996358483198567,0.42857142857142855,0.5717927231087145,0.2404607615596222,0.10285530016189394,0.13760546139772825,0.0,19.713508318046568,19.71350831806485,0.001973372680752238,0.0019733726574316067,2.661820240157849e-11,0.0028929460752181355,0.0028929460752181355,7.744301232039318e-19,0.0,0.5267403092252579,0.5267403092252579,0.7915,0.7654,2.6103,0.9536571502685547,1.3475267887115479,1.9361803531646729
config14,0.15029833317895971,0.049093909630400355,0.10348574099716466,0.9993067955968359,0.5714285714285714,0.4292646329745927,0.23958328763156628,0.13666741056354342,0.10349231502856959,0.0,14.113091298007593,14.113091301116308,0.007744278501084495,0.0021804450331629377,0.005563833469982539,0.010680010113230142,0.002699068019550548,0.007980942093679595,0.0,0.38618540772146714,0.38618540772146714,0.7915,0.7763,1.515,0.9890449047088623,2.6621146202087402,2.383615732192993
config15,0.14451217130372798,0.11220248704840076,0.07157784408852608,0.9491438048146995,0.7142857142857143,0.3365704808995863,0.22838233293993257,0.16947867710110695,0.0787018055589026,0.0,19.5300680156385,19.5300680156385,0.04813799763649334,0.02687059882538015,0.021267398812349764,0.06180610812457655,0.0052214944222873,0.05658461370228924,0.0,0.6578356228090642,0.6578356228090642,0.7915,0.8298,3.8284,1.1353838443756104,76.09789896011353,66.21568703651428
config16,0.12478401399052984,0.0972010151008699,0.04427500650289968,0.9947943859218082,0.8571428571428571,0.14806275693533455,0.23636734568524134,0.20316431739980487,0.035599702413445226,0.0,10.472315410932897,10.472315414053327,0.025065386245129447,0.012602956460455254,0.012462429785086392,0.03451763073080898,0.016643676042173948,0.017873954688635018,0.0,0.3820274657834287,0.3820274657834287,0.7915,0.8374,4.5962,1.0664758682250977,3.615222930908203,3.4263272285461426
config17,0.1536538823698597,0.08619900892509161,0.06745487344476807,0.9996512041135978,0.6428571428571429,0.3574916530292594,0.24028087940437073,0.15427746603079054,0.08600341337358021,0.0,12.661788202985488,12.661788203024487,0.010584230337531055,0.007588677856399316,0.002995552482780513,0.012952247917453807,0.008982159685463658,0.00397008823199015,0.0,0.3767081837811734,0.3767081837811734,0.7915,0.7745,1.6993,0.988502025604248,1.342156171798706,2.106893539428711
config18,0.14910843517219066,0.09269784546874871,0.07166948739873927,0.9944346216113054,0.7142857142857143,0.29127966410298034,0.23623572459603295,0.16837418977949734,0.0697439265811927,0.0,13.07407089445068,13.07407089448125,0.0266918615351464,0.02039077403126236,0.006301087505532825,0.03622868989794388,0.027126591655141728,0.009102098242802146,0.0,0.41757897975026953,0.41757897975026953,0.7915,0.8456,5.4151,0.9756033420562744,1.671584129333496,3.0866479873657227
config19,0.1426775363188748,0.07516148864526785,0.07048644257582289,0.9944346216113054,0.7857142857142857,0.2198510926744089,0.2364901920351692,0.18582933989336348,0.0525432439064905,0.0,9.530693624485792,9.530693627612651,0.026522414640741187,0.02026665340320809,0.0062557612387696875,0.035646777479850865,0.026607905644364816,0.009038871835486063,0.0,0.32368966874310046,0.32368966874310046,0.7915,0.8374,4.5962,1.0390868186950684,2.785998582839966,2.9283487796783447
config20,0.1318095131994938,0.06657611426315531,0.06524606786594701,0.9560473309436794,0.7142857142857143,0.3296669547706064,0.23262272569726278,0.16562520304541106,0.07060793874587659,0.0,9.40979953154208,9.409799531597793,0.047908646112266175,0.042559326444885116,0.005349319669029848,0.05897815221223095,0.025335932260211268,0.03364221995201967,0.0,0.2876747410818138,0.2876747410818138,0.7915,0.7895,0.1945,1.01104736328125,73.4087131023407,80.25139808654785
config21,0.16904630723159725,0.03350446527691402,0.13554184195468325,1.0,0.35714285714285715,0.6428571428571429,0.2406647742478952,0.08585863017544207,0.1548061440724531,0.0,16.128467930066666,16.128467933179667,0.009124176016940566,0.009025773107580704,9.840291265743075e-05,0.011220072442131622,0.011106795871132849,0.00011327657099877079,0.0,0.3568958588159113,0.3568958588159113,0.7915,0.7701,2.1394,0.9373838901519775,2.5036256313323975,2.1614937782287598
config22,0.16055437138966933,0.07584397367843906,0.09072804802313597,0.9941011815186441,0.5714285714285714,0.4344702470527845,0.23607997297380304,0.13421716221779711,0.10454538134058645,0.0,14.927661830358934,14.927661830372362,0.01898678601283482,0.008090753841830247,0.010896032173065543,0.027863100855988743,0.01167839714565397,0.01618470371033477,0.0,0.41055507849882433,0.41055507849882433,0.7915,0.8311,3.9615,0.9318587779998779,1.3032448291778564,2.7100460529327393
config23,0.130530964347524,0.0753649853977336,0.05999768103505399,0.9984490648321611,0.7142857142857143,0.2872652208821246,0.2394801844450197,0.17200869484385967,0.07013397179656815,0.0,16.488961860203986,16.488961860207702,0.016601647715800343,0.012770264378432114,0.0038313833390170066,0.01983532039327666,0.012656596714041391,0.007178723679235265,0.0,0.5528152579457093,0.5528152579457093,0.7915,0.7757,1.5764,0.9848577976226807,3.785484552383423,6.088161468505859
config24,0.1433504530618451,0.07489930861921144,0.0910944878162386,0.9947943859218082,0.6428571428571429,0.36234847122104885,0.2373062427882612,0.15890991625859605,0.09361050021749515,0.0,13.421697825346769,13.421697825365056,0.028605822751127673,0.017380913127279168,0.011224909625909468,0.03651505307978311,0.020484391570146393,0.016030661509636713,0.0,0.4026743346145208,0.4026743346145208,0.7915,0.8345,4.2993,0.9845545291900635,1.4986591339111328,2.5366570949554443
config25,0.1499224198421654,0.0586219057325118,0.10640213437663866,0.9989579997104335,0.5,0.5010420002895664,0.23923449174516406,0.12003556965608966,0.12161063535695003,0.0,17.15610159821791,17.156101598238198,0.022896811400060387,0.019082917759341504,0.003813893643604254,0.02943042824049757,0.023958198440324697,0.005472229800172875,0.0,0.46751491219048014,0.46751491219048014,0.7915,0.8155,2.4056,0.9340035915374756,1.7011911869049072,2.359625816345215
config26,0.15267102600857713,0.07354675701757964,0.08141825536921134,0.9553124465289324,0.6428571428571429,0.4018304106139246,0.2318198370530916,0.1479098507067871,0.08809684040085584,0.0,14.844194186445815,14.844194186467243,0.04155073305097547,0.033633136874260186,0.007917596178776265,0.050446247128631425,0.012793173314922296,0.037653073813709116,0.0,0.46128540476572055,0.46128540476572055,0.7915,0.7819,0.9622,0.9861800670623779,69.4279887676239,56.11932325363159
config27,0.1467597589503151,0.06767722404775219,0.09179369574754181,0.9564005141997219,0.5714285714285714,0.4721709143717067,0.23339490275395197,0.13199601475266806,0.10500930409530847,0.0,17.63352318065336,17.633523180663932,0.03783203919403307,0.03129231834706103,0.00653972084944522,0.04621638142912239,0.010871725841207628,0.035344655587914754,0.0,0.5194834484404617,0.5194834484404617,0.7915,0.7669,2.4568,0.9911689758300781,72.69478607177734,70.29156589508057
config28,0.15449398658292773,0.08838847428755878,0.08213034795175071,0.9947943859218082,0.7142857142857143,0.29091989979247745,0.23705835640358539,0.16930869201676196,0.06985579701090483,0.0,13.592315252131517,13.592315255255949,0.016420867509823557,0.008047776674944086,0.008373090836116063,0.02329889706107621,0.01106182080511481,0.012237076255961404,0.0,0.4303372525568575,0.4303372525568575,0.7915,0.8191,2.7638,1.0320584774017334,2.863555908203125,2.4532885551452637
config29,0.15771959944480168,0.07529855681417422,0.08444599011868059,0.9975957214371268,0.7142857142857143,0.288118564277159,0.23877601161775486,0.1704600608880247,0.06928951066799811,0.0,9.979108259386726,9.979108262508012,0.014567183535376196,0.011066293477558034,0.0035008900590547403,0.01853945693773734,0.013332739368000638,0.005206717569736704,0.0,0.3142911295133627,0.3142911295133627,0.7915,0.7884,0.3071,0.9840219020843506,2.7704005241394043,3.00223708152771
config30,0.17830540317350227,0.023068845638660858,0.15523655753484142,1.0,0.21428571428571427,0.7857142857142857,0.24080955744602445,0.051602048024158055,0.18920750942188633,0.0,21.623624574830103,21.623624577923387,0.0006456149597676056,0.0005472120846591328,9.840287923043218e-05,0.0007801387829789715,0.0006668622119802072,0.00011327657099876532,0.0,0.4821351953040658,0.4821351953040658,0.7915,0.7605,3.1016,0.8577141761779785,2.6008195877075195,1.9060134887695312
config31,0.14855302288948297,0.07442840430234902,0.10532013189051993,0.9996512041135978,0.5714285714285714,0.4289202244578308,0.2404607615596222,0.1438106860432144,0.10975811658018454,0.0,15.721294915051589,15.721294915085158,0.01433842632910572,0.011297543124468455,0.0030408832071104363,0.017883324926306638,0.0138500102870004,0.004033314639306233,0.0,0.45311722741293303,0.45311722741293303,0.7915,0.7862,0.5323,0.8946535587310791,1.3898029327392578,1.9870953559875488
