Config,G1_masked,G1_recon,Delta_G1,G2_masked,G2_recon,Delta_G2,G3_masked,G3_recon,Delta_G3,KL_masked,KL_recon,Delta_KL,MI_masked,MI_recon,Delta_MI,Chi2_masked,Chi2_recon,Delta_Chi2,TVD_masked,TVD_recon,Delta_TVD,Original_Accuracy,Masked_Accuracy,Accuracy_Difference,Time_Mask,Time_Construct,Time_Model
config01,0.2491146755555555,0.016047295810979745,0.23413717138576354,0.9993333333333333,0.5555555555555561,0.4451111111111125,0.5265333333333333,0.26061227197346676,0.2674122719734679,0.0,13.044352288275318,13.044352288275318,0.19807212391276466,0.19723881125451317,0.0008333126633809574,0.25880796848152426,0.2560327312055421,0.0027752372759844756,0.0,0.4873482814427636,0.4873482814427636,0.856,0.7007,15.5333,0.6128354072570801,0.8861169815063477,1.1893892288208008
config02,0.2127090133333333,0.007054364502722855,0.20571018245246664,0.9998666666666666,0.44444444444444314,0.5556888888888903,0.5092,0.2056294231669021,0.3036738676113468,0.0,15.617830589165651,15.617830589165651,0.2658508646503127,0.18003146648789142,0.08581939816755074,0.3346441240287311,0.24082155522234425,0.09382256880638713,0.0,0.48503713309127555,0.48503713309127555,0.856,0.6973,15.8667,0.5987701416015625,0.8625357151031494,1.1300079822540283
config03,0.28972695111111113,0.059848080997979794,0.2772267990020202,0.9993555555555554,0.5555555555555566,0.44508888888889,0.5575777777777778,0.3085333333333329,0.2842888888888895,0.0,12.692073312329105,12.692073312329105,0.12664267945261576,0.07592158393721374,0.0507210955205315,0.1824286267415846,0.12519304988370777,0.05723557685787729,0.0,0.5153250579975577,0.5153250579975577,0.856,0.626,23.0,0.5927915573120117,0.7822284698486328,1.171466588973999
config04,0.2558774,0.05275845257907354,0.20429796823429688,0.9997111111111112,0.5555555555555557,0.4447333333333334,0.5445333333333333,0.2530366824816188,0.2932264260713624,0.0,20.024200228879607,20.024200228879607,0.1719336440847444,0.1603243281735733,0.011609315916300553,0.24041438300412235,0.2171231224867856,0.02329126051733673,0.0,0.6966568997119658,0.6966568997119658,0.856,0.602,25.4,0.6205234527587891,0.7978537082672119,1.1686673164367676
config05,0.23461512444444443,0.011130732679991222,0.22357886870803434,0.9997333333333334,0.44444444444444436,0.5558222222222224,0.5299111111111111,0.22635188824276428,0.30368522157609823,0.0,15.462886754453486,15.462886754453486,0.206441613700869,0.12051811324549361,0.08592350046050494,0.25944025885462385,0.16543667557528263,0.09400358327934148,0.0,0.4692330643938484,0.4692330643938484,0.856,0.7,15.6,0.6253857612609863,0.7916154861450195,1.1540164947509766
config06,0.2623584577777778,0.01212928745174418,0.25028286587636,0.9993111111111111,0.5555555555555568,0.4451333333333346,0.5349777777777778,0.2714231924694566,0.2636898591361245,0.0,12.962222679144105,12.962222679144105,0.18551262965715737,0.17520829304150898,0.010304336619495535,0.26181082410261497,0.2424232673256056,0.01938755677700963,0.0,0.5200099288200366,0.5200099288200366,0.856,0.5973,25.8667,0.5913362503051758,0.8030509948730469,1.132582664489746
config07,0.21904466666666667,0.052840336269669747,0.21467714259657694,0.9934222222222222,0.5555555555555557,0.45102222222222227,0.5075777777777778,0.28966218089878504,0.25599551423211836,0.0,17.85754837434571,17.85754837434571,0.2723462508853678,0.13145647769120855,0.14088977319800638,0.3327595730727675,0.17133900903469282,0.16142056403807473,0.0,0.6306735945222769,0.6306735945222769,0.856,0.7447,11.1333,0.621422290802002,0.808417558670044,1.1852715015411377
config08,0.2690835066666667,0.014937988469413056,0.2552153098384413,0.9992222222222222,0.5555555555555552,0.4452222222222219,0.5441111111111111,0.2781900497512441,0.2674122719734665,0.0,12.991504362530293,12.991504362530293,0.1485811174962509,0.14774780509444205,0.0008333124069383009,0.20824217494198274,0.2054669376659997,0.0027752372759836243,0.0,0.47454765438517477,0.47454765438517477,0.856,0.5547,30.1333,0.6105878353118896,0.7770087718963623,1.2385878562927246
config09,0.2629468,0.0656043980745285,0.23736716428342294,0.9988888888888889,0.6666666666666669,0.33422222222222264,0.5601777777777778,0.36446933080846844,0.20429155303069066,0.0,12.595839042802972,12.595839042802972,0.12857774154301607,0.10473815102467575,0.02383959052090505,0.19741787054761417,0.15914587591638563,0.03827199463122864,0.0,0.5759794660503113,0.5759794660503113,0.856,0.572,28.4,0.6993799209594727,0.8024475574493408,1.1265873908996582
config10,0.27682264,0.06653268613164717,0.25763788275724164,0.9998666666666666,0.555555555555555,0.44457777777777807,0.5469333333333333,0.27219401709401836,0.309983760683762,0.0,15.872417184182114,15.872417184182114,0.14192717318620893,0.08110194876359342,0.06082522442774499,0.1800486077814504,0.10390342106811717,0.07614518671333516,0.0,0.5785632004532524,0.5785632004532524,0.856,0.6147,24.1333,0.5832529067993164,0.8174378871917725,1.147355318069458
